21.1.1.26. Nemzeti adólista – az adók és társadalombiztosítási hozzájárulások nemzeti osztályozásának teljes részletezése – Kormányzat [folyó áron, millió forint];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kód;Adónév a nemzeti besorolás szerint;Gazdasági funkció;Alkohol- és dohány-, valamint környezetvédelmi és ingatlanadók;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
D.51E;Egyéb, máshová nem sorolt jövedelemadók;;;–;–;–;–;–;–;–;–;–;–;–;–;200;41;24 170;17 058;16 906;5 650;54 078;34 963;41 624;46 235;53 130;59 657;45 560;63 624;77 279
D.51E_01;Sávos kockázatviselés tb alap;KS ;;–;–;–;–;–;–;–;–;–;–;–;–;200;41;0;71;20;40;18;4;2;12;0;0;5;1;0
D.51E_02;Energiaellátók különadója;KIC ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;24 170;16 987;16 886;5 610;54 060;34 959;41 608;46 218;53 124;59 657;45 555;63 623;77 276
D.51E_03;Települési adó (jövedelmi típusú);KS ;O;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;14;5;6;0;0;0;3
D.59;Egyéb folyó adók;;;8 949;12 862;16 734;19 185;21 445;27 875;29 340;31 576;41 393;49 297;58 006;56 922;60 545;64 517;62 655;63 586;62 892;66 038;73 422;71 453;76 418;78 765;79 198;83 458;87 239;73 697;84 090
D.59A;Tõkére kivetett folyó adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;227;743;816;534;453;443;474
D.59A_01;Települési adó (egyéb típusú);KS ;O;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;227;743;816;534;453;443;474
D.59B;Fejadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.59C;Költségadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.59D;Háztartások által engedélyekért fizetett adók;;;6 785;9 381;12 287;13 798;15 841;20 375;20 976;22 774;31 769;38 537;46 092;44 055;46 058;48 590;46 383;46 950;44 346;44 526;50 732;48 505;51 536;51 622;49 988;52 999;55 447;54 034;61 100
D.59D_01;Gépjármûadó;C ;T;1 379;3 606;5 008;4 235;5 892;6 204;6 774;6 984;10 847;16 538;17 541;18 332;20 775;23 462;23 286;25 994;25 497;24 172;29 693;30 435;31 554;31 506;32 835;34 319;36 161;36 792;40 866
D.59D_02;Eljárási illeték;KS ;;5 400;5 765;7 256;9 438;9 941;14 161;14 192;15 778;20 911;21 970;28 530;25 701;25 247;25 090;23 059;20 905;18 785;20 291;20 954;18 046;19 959;20 090;17 132;18 660;19 268;17 227;20 222
D.59D_03;Egyéb átengedett központi adók;C ;;6;10;23;125;8;10;10;12;11;29;21;22;36;38;38;51;64;63;85;24;23;26;21;20;18;15;12
D.59E;Nemzetközi tranzakciókra kivetett adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.59F;Egyéb, máshová nem sorolt folyó adók;;;2 164;3 481;4 447;5 387;5 604;7 500;8 364;8 802;9 624;10 760;11 914;12 867;14 487;15 927;16 272;16 636;18 546;21 512;22 690;22 948;24 655;26 400;28 394;29 925;31 339;19 220;22 516
D.59F_01;Háztartások kommunális adója;KS ;;1 305;1 910;2 262;2 765;3 422;4 557;5 087;5 578;6 308;7 161;7 954;8 275;9 069;9 739;10 077;10 124;11 099;13 161;13 175;13 002;13 451;14 589;14 765;14 621;14 566;14 770;15 047
D.59F_02;Idegenforgalmi adó;C ;;859;1 571;2 185;2 622;2 182;2 943;3 277;3 224;3 316;3 549;3 858;4 357;4 935;5 468;5 481;5 798;6 761;7 682;8 411;9 126;10 475;11 676;13 602;14 863;16 249;3 953;6 815
D.59F_03;Környezetterhelési díj;KS ;P ;–;–;–;–;–;–;–;–;–;50;102;235;483;720;714;714;686;669;1 104;820;729;135;27;441;524;497;654
D.91;Tõkeadók;;;3 120;3 518;4 738;5 942;6 338;7 110;8 846;10 743;12 573;18 585;20 894;21 411;17 087;16 526;13 669;8 752;7 462;7 510;7 188;9 546;11 199;13 997;18 436;16 355;19 984;15 446;16 717
D.91A;Tõketranszferekre kivetett adók;;;2 546;2 733;3 652;4 324;4 892;5 460;6 652;8 700;8 613;12 667;15 610;15 801;13 310;11 447;9 261;6 264;6 500;5 654;5 307;6 179;7 373;8 278;9 393;8 519;11 429;9 492;9 131
D.91A_01;Örökösödési és ajándékozási illeték;KS ;O;2 546;2 733;3 652;4 324;4 892;5 460;6 652;8 700;8 613;12 667;15 610;15 697;13 176;11 276;9 258;6 264;6 500;5 654;5 307;6 179;7 373;8 278;9 393;8 519;11 429;9 492;9 131
D.91A_02;Luxusadó;KS ;O;–;–;–;–;–;–;–;–;–;–;–;104;134;171;3;–;–;–;–;–;–;–;–;–;–;–;–
D.91B;Tõkeilleték;;;574;785;1 086;1 618;1 446;1 650;2 194;2 043;3 960;5 918;5 284;5 610;3 777;5 079;4 408;2 488;962;1 856;1 881;3 367;3 826;5 719;9 043;7 836;8 555;5 954;7 586
D.91B_01;Földvédelmi járulék;KS ;RS;574;785;1 086;1 618;1 446;1 650;2 194;2 043;3 960;5 918;5 284;5 610;3 777;5 079;4 408;2 488;962;1 856;1 881;3 367;3 609;5 450;8 770;7 555;8 331;5 776;7 368
D.91B_02;Települési adó (vagyoni típusú);KS ;O;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;217;269;273;281;224;178;218
D.91C;Egyéb, máshová nem sorolt tõkeadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
ODA;Összes adóbevétel;;;1 506 103;1 836 816;2 122 469;2 523 886;2 964 827;3 489 653;3 899 810;4 329 151;4 766 327;5 231 000;5 450 952;5 854 664;6 623 645;7 025 908;6 867 414;6 862 399;6 679 769;7 320 605;7 615 338;8 249 257;8 894 586;9 157 403;9 832 549;10 700 659;11 667 948;11 978 555;12 804 240
D.61;Nettó társadalombiztosítási hozzájárulások;;;851 026;973 704;1 224 563;1 426 532;1 519 358;1 748 993;1 971 090;2 213 403;2 383 200;2 559 260;2 781 064;2 996 916;3 465 398;3 667 952;3 411 895;3 247 065;3 686 046;3 961 432;4 061 836;4 339 852;4 629 838;4 973 683;5 018 260;5 251 372;5 584 524;5 394 876;5 813 876
D.611;Munkaadók tényleges társadalombiztosítási hozzájárulásai;;;679 992;784 424;990 998;1 159 049;1 200 524;1 397 529;1 548 544;1 727 993;1 845 055;1 952 792;2 139 313;2 248 530;2 443 270;2 595 232;2 375 333;2 073 190;2 186 120;2 350 362;2 383 945;2 590 549;2 763 007;2 987 424;2 764 442;2 729 014;2 822 519;2 521 619;2 586 209
D.611C;Munkaadók tényleges kötelezõ társadalombiztosítási hozzájárulásai;;;679 992;784 424;990 998;1 159 049;1 200 524;1 397 529;1 548 544;1 727 993;1 845 055;1 952 792;2 139 313;2 248 530;2 443 270;2 595 232;2 375 333;2 073 190;2 186 120;2 350 362;2 383 945;2 590 549;2 763 007;2 987 424;2 764 442;2 729 014;2 822 519;2 521 619;2 586 209
D.611C_01;Szociális hozzájárulási adó;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;2 215 069;2 238 460;2 420 340;2 594 723;2 797 253;2 578 035;2 533 614;2 747 977;2 454 047;2 516 301
D.611C_02;Egészségügyi hozzájárulás (munkaadók);LEYRS;;126;113;50 002;91 931;150 155;167 225;181 162;199 879;160 500;159 882;160 281;98 734;107 620;114 421;106 005;30 341;39 991;81 160;103 091;114 433;127 279;146 154;136 928;138 708;11 991;291;150
D.611C_03;Egészségügyi szolgáltatási járulék (munkaadók);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;3 815;3 934;4 071;4 122;4 252;4 252;4 252;4 252
D.611C_04;Felszolgálási díj utáni nyugdíjjárulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;8;239;39;46;..;..;..;..;..;499;705;889;1 169;1 696;1 881;1 954;2 198
D.611C_05;Egyszerûsített foglalkoztatás utáni közterhek;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;5 953;7 234;9 508;13 635;14 396;15 545;17 722;19 531;20 930;20 350;22 302
D.611C_06;Munkáltatói táppénz hozzájárulás;LEYRS;;–;3 530;7 659;9 499;12 348;14 115;14 721;18 119;21 450;22 433;23 310;23 043;23 368;24 894;24 808;18 833;15 802;13 901;14 629;18 704;19 766;23 469;26 458;31 182;35 472;40 725;41 006
D.611C_07;Korkedvezmény biztosítási járulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;3 457;7 224;14 095;17 440;18 139;18 257;19 123;2 204;43;8;31;16;–;–
D.611C_08;Munkáltatói nyugdíjbiztosítási járulék;LEYRS;;348 590;407 606;466 438;588 509;619 232;747 370;809 104;865 546;949 606;1 008 653;1 111 408;1 209 777;1 515 757;1 840 353;1 770 594;1 786 769;1 876 463;–;–;–;–;–;–;–;–;–;–
D.611C_09;Munkáltatói egészségbiztosítási- és munkaerõpiai járulék;LEYRS;;331 276;373 175;466 899;469 110;418 789;468 819;543 557;644 449;713 499;761 824;844 306;916 737;796 486;612 061;466 702;223 152;230 471;14 859;–;–;–;–;–;–;–;–;–
D.611V;Munkaadók tényleges önkéntes társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.61SC;Társadalombiztosítási rendszerek szolgáltatási díjai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6111;Munkaadók tényleges nyugdíjjárulékai;;;348 590;407 606;466 438;588 509;619 232;747 370;809 104;865 546;949 606;1 008 653;1 111 416;1 210 016;1 515 796;1 843 856;1 777 818;1 800 864;1 899 770;2 023 388;2 263 105;2 339 635;2 221 912;2 152 455;1 893 809;2 016 679;1 961 439;1 781 017;1 825 198
D.6111_01;Szociális hozzájárulási adó (nyugdíjcélú);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;1 998 124;2 235 482;2 307 435;2 205 781;2 137 247;1 876 353;1 997 016;1 940 324;1 760 390;1 802 506
D.6111_02;Korkedvezmény biztosítási járulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;3 457;7 224;14 095;17 440;18 139;18 257;19 123;2 204;43;8;31;16;–;–
D.6111_03;Felszolgálási díj utáni nyugdíjjárulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;8;239;39;46;..;..;..;..;..;499;705;889;1 169;1 696;1 881;1 954;2 198
D.6111_04;Egyszerûsített foglalkoztatás utáni közterhek (nyugdíjcélú);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;5 867;7 125;9 366;12 578;13 222;14 276;16 279;17 936;19 218;18 673;20 494
D.6111_05;Munkáltatói nyugdíjbiztosítási járulék;LEYRS;;348 590;407 606;466 438;588 509;619 232;747 370;809 104;865 546;949 606;1 008 653;1 111 408;1 209 777;1 515 757;1 840 353;1 770 594;1 786 769;1 876 463;–;–;–;–;–;–;–;–;–;–
D.6112;Munkaadók tényleges nem nyugdíjcélú járulékai;;;331 402;376 818;524 560;570 540;581 292;650 159;739 440;862 447;895 449;944 139;1 027 897;1 038 514;927 474;751 376;597 515;272 326;286 350;326 974;120 840;250 914;541 095;834 969;870 633;712 335;861 079;740 602;761 011
D.6112_01;Szociális hozzájárulási adó (nem nyugdíjcélú);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;216 945;2 978;112 905;388 942;660 006;701 682;536 598;807 653;693 657;713 795
D.6112_02;Egészségügyi hozzájárulás (munkaadók);LEYRS;;126;113;50 002;91 931;150 155;167 225;181 162;199 879;160 500;159 882;160 281;98 734;107 620;114 421;106 005;30 341;39 991;81 160;103 091;114 433;127 279;146 154;136 928;138 708;11 991;291;150
D.6112_03;Egészségügyi szolgáltatási járulék (munkaadók);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;3 815;3 934;4 071;4 122;4 252;4 252;4 252;4 252
D.6112_04;Egyszerûsített foglalkoztatás utáni közterhek (nem nyugdíjcélú);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;86;109;142;1 057;1 174;1 269;1 443;1 595;1 711;1 677;1 808
D.6112_05;Munkáltatói táppénz hozzájárulás;LEYRS;;–;3 530;7 659;9 499;12 348;14 115;14 721;18 119;21 450;22 433;23 310;23 043;23 368;24 894;24 808;18 833;15 802;13 901;14 629;18 704;19 766;23 469;26 458;31 182;35 472;40 725;41 006
D.6112_06;Munkáltatói egészségbiztosítási- és munkaerõpiai járulék;LEYRS;;331 276;373 175;466 899;469 110;418 789;468 819;543 557;644 449;713 499;761 824;844 306;916 737;796 486;612 061;466 702;223 152;230 471;14 859;–;–;–;–;–;–;–;–;–
D.612;Munkaadók imputált társadalombiztosítási hozzájárulásai;;;3 622;4 431;5 803;6 451;9 644;10 064;9 773;10 953;14 604;20 577;21 018;22 042;21 113;23 150;23 835;24 841;23 039;20 664;21 669;24 486;28 783;14 824;18 678;22 727;22 688;29 149;30 949
D.6121;Munkaadók imputált nyugdíjjárulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6122;Munkaadók imputált nem nyugdíjcélú járulékai;;;3 622;4 431;5 803;6 451;9 644;10 064;9 773;10 953;14 604;20 577;21 018;22 042;21 113;23 150;23 835;24 841;23 039;20 664;21 669;24 486;28 783;14 824;18 678;22 727;22 688;29 149;30 949
D.6122_01;Betegszabadság esetén történõ munkáltatói kifizetés;LEYRS;;3 622;4 431;5 803;6 451;9 644;10 064;9 773;10 953;14 604;20 577;21 018;22 042;21 113;23 150;23 835;24 841;23 039;20 664;21 669;24 486;28 783;14 824;18 678;22 727;22 688;29 149;30 949
D.613;Háztartások tényleges társadalombiztosítási hozzájárulásai;;;167 412;184 849;227 762;261 032;309 190;341 400;412 773;474 457;523 541;585 891;620 733;726 344;1 001 015;1 049 570;1 012 727;1 149 034;1 476 887;1 590 406;1 656 222;1 724 817;1 838 048;1 971 435;2 235 140;2 499 631;2 739 317;2 844 108;3 196 718
D.6131;Háztartások tényleges nyugdíjjárulékai;;;87 796;98 307;121 216;151 566;175 801;189 532;220 261;251 019;296 656;299 485;306 727;328 309;372 093;455 717;449 301;538 912;869 865;853 410;876 580;909 892;970 219;1 042 993;1 190 567;1 336 665;1 482 560;1 540 205;1 732 380
D.6131_01;Nyugdíjjárulék (munkavállalók, egyéni vállalkozók, nem foglalkoztatottak);LEYRS;;87 796;98 307;121 216;150 773;175 142;188 769;219 197;249 761;295 251;297 948;305 046;326 455;370 481;454 151;447 890;537 556;868 438;852 090;875 376;908 832;969 369;1 042 109;1 189 711;1 335 868;1 481 874;1 539 524;1 731 636
D.6131_02;Megállapodás alapján fizetõk járulékai (nyugdíjcélú);LNON;;–;–;–;793;659;763;1 064;1 258;1 405;1 537;1 681;1 854;1 612;1 566;1 411;1 356;1 427;1 320;1 204;1 060;850;884;856;797;686;681;744
D.6132;Háztartások tényleges nem nyugdíjcélú járulékai;;;79 616;86 542;106 546;109 466;133 389;151 868;192 512;223 438;226 885;286 406;314 006;398 035;628 922;593 853;563 426;610 122;607 022;736 996;779 642;814 925;867 829;928 442;1 044 573;1 162 966;1 256 757;1 303 903;1 464 338
D.6132_01;Egészségbiztosítási- és munkaerõpiaci járulék (munkavállalók, egyéni vállalkozók, nem foglalkoztatottak);LEYRS;;77 779;84 949;104 580;107 845;125 338;136 330;176 732;211 105;211 415;275 171;307 149;386 756;620 374;584 803;541 972;577 795;569 598;679 608;718 461;750 060;801 046;858 759;978 812;1 096 796;1 225 114;1 274 243;1 434 123
D.6132_02;Egészségügyi hozzájárulás (munkavállalók, egyéni vállalkozók, nem foglalkoztatottak);LEYRS;;–;–;386;661;6 629;14 155;13 503;9 997;12 815;8 671;4 127;8 962;5 864;4 547;3 929;10 866;14 293;27 684;35 568;40 718;41 205;43 424;39 324;39 096;3 381;83;43
D.6132_03;Egészségügyi szolgáltatási járulék (egyéni vállalkozók, nem foglalkoztatottak);LNON;;1 837;1 593;1 580;960;994;873;1 580;1 511;1 848;1 855;2 080;2 129;2 534;4 277;17 310;21 232;22 882;29 434;25 314;23 823;25 247;25 908;26 130;26 781;27 965;29 305;29 953
D.6132_04;Megállapodás alapján fizetõk járulékai (nem nyugdíjcélú);LNON;;–;–;–;–;428;510;697;825;807;709;650;188;150;226;215;229;249;270;299;324;331;351;307;293;297;272;219
D.613C;Háztartások tényleges kötelezõ társadalombiztosítási hozzájárulásai;;;167 412;184 849;227 762;260 239;308 103;340 127;411 012;472 374;521 329;583 645;618 402;724 302;999 253;1 047 778;1 011 101;1 147 449;1 475 211;1 588 816;1 654 719;1 723 433;1 836 867;1 970 200;2 233 977;2 498 541;2 738 334;2 843 155;3 195 755
D.613CE;Munkavállalók tényleges kötelezõ társadalombiztosítási hozzájárulásai;;;130 433;144 159;185 755;216 956;259 213;283 591;334 828;395 202;436 624;495 194;522 320;600 352;869 583;906 250;869 328;1 025 375;1 346 432;1 459 104;1 583 675;1 659 428;1 767 267;1 899 267;2 163 857;2 427 420;2 672 318;2 775 264;3 122 406
D.613CE_01;Egészségbiztosítási- és munkaerõpiaci járulék (munkavállalók);LEES;;63 137;69 076;89 573;93 286;111 295;123 121;152 966;185 331;184 555;248 175;274 434;337 132;566 364;533 845;510 505;562 647;555 607;670 994;714 200;738 317;788 425;846 291;966 366;1 084 409;1 211 279;1 259 853;1 417 928
D.613CE_02;Nyugdíjjárulék (munkavállalók);LEES;;67 296;75 083;96 182;123 670;147 918;160 470;181 716;209 712;250 430;247 003;247 872;263 206;303 219;372 405;358 823;454 578;780 475;769 333;844 753;892 235;950 559;1 022 851;1 169 669;1 314 894;1 458 608;1 515 352;1 704 447
D.613CE_03;Egészségügyi hozzájárulás (munkavállalók);LEES;;–;–;–;–;–;–;146;159;1 639;16;14;14;–;–;–;8 150;10 350;18 777;24 722;28 876;28 283;30 125;27 822;28 117;2 431;59;31
D.613CS;Önálló vállalkozók tényleges kötelezõ társadalombiztosítási hozzájárulásai;;;19 773;23 651;26 959;28 096;29 547;39 138;60 244;57 876;64 331;65 923;68 253;100 680;96 924;97 006;87 319;62 391;66 089;63 670;37 027;36 429;40 501;41 353;39 818;39 611;33 050;33 326;37 120
D.613CS_01;Egészségbiztosítási- és munkaerõpiaci járulék (egyéni vállalkozók);KISE;;8 484;9 971;10 365;9 895;10 481;8 469;19 879;19 014;20 126;19 293;23 220;41 731;42 750;33 711;26 903;12 843;11 977;6 519;4 261;11 743;12 621;12 468;12 446;12 387;13 835;14 390;16 195
D.613CS_02;Nyugdíjjárulék (egyéni vállalkozók);KISE;;11 289;13 680;16 208;17 540;18 370;16 514;27 008;29 024;33 029;37 975;40 920;50 001;48 310;58 748;56 487;47 440;50 803;49 657;23 758;11 716;14 050;13 997;13 907;13 908;15 428;16 029;18 029
D.613CS_03;Egészségügyi hozzájárulás (egyéni vállalkozók);KISE;;–;–;386;661;696;14 155;13 357;9 838;11 176;8 655;4 113;8 948;5 864;4 547;3 929;2 108;3 309;7 494;9 008;9 842;10 790;11 698;10 425;10 431;902;22;11
D.613CS_04;Egészségügyi szolgáltatási járulék (egyéni vállalkozók);KISE;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;3 128;3 040;3 190;3 040;2 885;2 885;2 885;2 885
D.613CN;Alkalmazásban nem állók tényleges kötelezõ társadalombiztosítási hozzájárulásai ;;;17 206;17 039;15 048;15 187;19 343;17 398;15 940;19 296;20 374;22 528;27 829;23 270;32 746;44 522;54 454;59 683;62 690;66 042;34 017;27 576;29 099;29 580;30 302;31 510;32 966;34 565;36 229
D.613CN_01;Egészségügyi szolgáltatási járulék (nem foglalkoztatottak);LNON;;1 837;1 593;1 580;960;994;873;1 580;1 511;1 848;1 855;2 080;2 129;2 534;4 277;17 310;21 232;22 882;29 434;25 314;20 695;22 207;22 718;23 090;23 896;25 080;26 420;27 068
D.613CN_02;Egészségügyi hozzájárulás (nem foglalkoztatottak);LNON;;–;–;–;–;5 933;–;–;–;–;–;–;–;–;–;–;608;634;1 413;1 838;2 000;2 132;1 601;1 077;548;48;2;1
D.613CN_03;Munkanélküli ellátás utáni nyugdíjjárulék;LNON;;9 211;9 544;8 826;9 563;8 854;11 785;10 473;11 025;11 792;12 970;16 254;13 248;18 952;22 998;32 580;35 538;37 160;33 100;6 865;4 881;4 760;5 261;6 135;7 066;7 838;8 143;9 160
D.613CN_04;Munkanélküli ellátás utáni egészségbiztosítási járulék;LNON;;6 158;5 902;4 642;4 664;3 562;4 740;3 887;6 760;6 734;7 703;9 495;7 893;11 260;17 247;4 564;2 305;2 014;2 095;–;–;–;–;–;–;–;–;–
D.613V;Háztartások tényleges önkéntes társadalombiztosítási hozzájárulásai;;;–;–;–;793;1 087;1 273;1 761;2 083;2 212;2 246;2 331;2 042;1 762;1 792;1 626;1 585;1 676;1 590;1 503;1 384;1 181;1 235;1 163;1 090;983;953;963
D.613V_01;Megállapodás alapján fizetõk járulékai;LNON;;–;–;–;793;1 087;1 273;1 761;2 083;2 212;2 246;2 331;2 042;1 762;1 792;1 626;1 585;1 676;1 590;1 503;1 384;1 181;1 235;1 163;1 090;983;953;963
D.614;Háztartások kiegészítõ társadalombiztosítási hozzájárulásai ;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6141;Háztartások kiegészítõ nyugdíjjárulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6142;Háztartások kiegészítõ nem nyugdíjcélú járulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995;Államháztartási tõketranszferek a megfelelõ szektorok részére, amelyek megállapított, de valószínûleg be nem hajtható adóknak és társadalombiztosítási hozzájárulásoknak felelnek meg;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995A;Megállapított, de valószínûleg be nem hajtható termékadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995B;Megállapított, de valószínûleg be nem hajtható egyéb termelési adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995C;Megállapított, de valószínûleg be nem hajtható jövedelemadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995D;Megállapított, de valószínûleg be nem hajtható egyéb folyó adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995E;Munkaadók megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995F;Háztartások megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995FE;Munkavállalók megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995FS;Önálló vállalkozók megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995FN;Alkalmazásban nem állók megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai ;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995G;Megállapított, de valószínûleg be nem hajtható tõkeadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
ODB;Adókból és társadalombiztosítási hozzájárulásokból származó összes bevétel;;;2 353 507;2 806 089;3 341 229;3 943 967;4 474 541;5 228 582;5 861 127;6 531 601;7 134 923;7 769 683;8 210 998;8 829 538;10 067 930;10 670 710;10 255 474;10 084 623;10 342 776;11 261 373;11 655 505;12 564 623;13 495 641;14 116 262;14 832 131;15 929 304;17 229 784;17 344 282;18 587 167
ODC;Adókból és a nettó társadalombiztosítási hozzájárulásokból származó összes bevétel (az imputált TB hozzájárulásokat is beleértve);;;2 357 129;2 810 520;3 347 032;3 950 418;4 484 185;5 238 646;5 870 900;6 542 554;7 149 527;7 790 260;8 232 016;8 851 580;10 089 043;10 693 860;10 279 309;10 109 464;10 365 815;11 282 037;11 677 174;12 589 109;13 524 424;14 131 086;14 850 809;15 952 031;17 252 472;17 373 431;18 618 116
ODD;Adóteher – az adókból és a kötelezõ társadalombiztosítási hozzájárulásokból származó összes bevétel;;;2 353 507;2 806 089;3 341 229;3 943 174;4 473 454;5 227 309;5 859 366;6 529 518;7 132 711;7 767 437;8 208 667;8 827 496;10 066 168;10 668 918;10 253 848;10 083 038;10 341 100;11 259 783;11 654 002;12 563 239;13 494 460;14 115 027;14 830 968;15 928 214;17 228 801;17 343 329;18 586 204
