21.1.1.30. Nemzeti adólista – az adók és társadalombiztosítási hozzájárulások nemzeti osztályozásának teljes részletezése – Európai Unió Intézményei folyó áron, millió forint];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kód;Adónév a nemzeti besorolás szerint;Gazdasági funkció;Alkohol- és dohány-, valamint környezetvédelmi és ingatlanadók;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
D.6111_02;Korkedvezmény biztosítási járulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6111_03;Felszolgálási díj utáni nyugdíjjárulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6111_04;Egyszerûsített foglalkoztatás utáni közterhek (nyugdíjcélú);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6111_05;Munkáltatói nyugdíjbiztosítási járulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6112;Munkaadók tényleges nem nyugdíjcélú járulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6112_01;Szociális hozzájárulási adó (nem nyugdíjcélú);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6112_02;Egészségügyi hozzájárulás (munkaadók);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6112_03;Egészségügyi szolgáltatási járulék (munkaadók);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6112_04;Egyszerûsített foglalkoztatás utáni közterhek (nem nyugdíjcélú);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6112_05;Munkáltatói táppénz hozzájárulás;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6112_06;Munkáltatói egészségbiztosítási- és munkaerõpiai járulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.612;Munkaadók imputált társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6121;Munkaadók imputált nyugdíjjárulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6122;Munkaadók imputált nem nyugdíjcélú járulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6122_01;Betegszabadság esetén történõ munkáltatói kifizetés;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613;Háztartások tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6131;Háztartások tényleges nyugdíjjárulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6131_01;Nyugdíjjárulék (munkavállalók, egyéni vállalkozók, nem foglalkoztatottak);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6131_02;Megállapodás alapján fizetõk járulékai (nyugdíjcélú);LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6132;Háztartások tényleges nem nyugdíjcélú járulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6132_01;Egészségbiztosítási- és munkaerõpiaci járulék (munkavállalók, egyéni vállalkozók, nem foglalkoztatottak);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6132_02;Egészségügyi hozzájárulás (munkavállalók, egyéni vállalkozók, nem foglalkoztatottak);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6132_03;Egészségügyi szolgáltatási járulék (egyéni vállalkozók, nem foglalkoztatottak);LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6132_04;Megállapodás alapján fizetõk járulékai (nem nyugdíjcélú);LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613C;Háztartások tényleges kötelezõ társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CE;Munkavállalók tényleges kötelezõ társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CE_01;Egészségbiztosítási- és munkaerõpiaci járulék (munkavállalók);LEES;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CE_02;Nyugdíjjárulék (munkavállalók);LEES;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CE_03;Egészségügyi hozzájárulás (munkavállalók);LEES;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CS;Önálló vállalkozók tényleges kötelezõ társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CS_01;Egészségbiztosítási- és munkaerõpiaci járulék (egyéni vállalkozók);KISE;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CS_02;Nyugdíjjárulék (egyéni vállalkozók);KISE;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CS_03;Egészségügyi hozzájárulás (egyéni vállalkozók);KISE;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CS_04;Egészségügyi szolgáltatási járulék (egyéni vállalkozók);KISE;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CN;Alkalmazásban nem állók tényleges kötelezõ társadalombiztosítási hozzájárulásai ;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CN_01;Egészségügyi szolgáltatási járulék (nem foglalkoztatottak);LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CN_02;Egészségügyi hozzájárulás (nem foglalkoztatottak);LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CN_03;Munkanélküli ellátás utáni nyugdíjjárulék;LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CN_04;Munkanélküli ellátás utáni egészségbiztosítási járulék;LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613V;Háztartások tényleges önkéntes társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613V_01;Megállapodás alapján fizetõk járulékai;LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.614;Háztartások kiegészítõ társadalombiztosítási hozzájárulásai ;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6141;Háztartások kiegészítõ nyugdíjjárulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6142;Háztartások kiegészítõ nem nyugdíjcélú járulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995;Államháztartási tõketranszferek a megfelelõ szektorok részére, amelyek megállapított, de valószínûleg be nem hajtható adóknak és társadalombiztosítási hozzájárulásoknak felelnek meg;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995A;Megállapított, de valószínûleg be nem hajtható termékadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995B;Megállapított, de valószínûleg be nem hajtható egyéb termelési adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995C;Megállapított, de valószínûleg be nem hajtható jövedelemadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995D;Megállapított, de valószínûleg be nem hajtható egyéb folyó adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995E;Munkaadók megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995F;Háztartások megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995FE;Munkavállalók megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995FS;Önálló vállalkozók megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995FN;Alkalmazásban nem állók megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai ;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995G;Megállapított, de valószínûleg be nem hajtható tõkeadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
ODB;Adókból és társadalombiztosítási hozzájárulásokból származó összes bevétel;;;–;–;–;–;–;–;–;–;–;19 186;37 477;36 444;52 431;55 580;41 297;34 079;37 886;37 009;36 188;43 738;53 117;55 412;61 405;78 264;80 506;80 791;98 915
ODC;Adókból és a nettó társadalombiztosítási hozzájárulásokból származó összes bevétel (az imputált TB hozzájárulásokat is beleértve);;;–;–;–;–;–;–;–;–;–;19 186;37 477;36 444;52 431;55 580;41 297;34 079;37 886;37 009;36 188;43 738;53 117;55 412;61 405;78 264;80 506;80 791;98 915
ODD;Adóteher – az adókból és a kötelezõ társadalombiztosítási hozzájárulásokból származó összes bevétel;;;–;–;–;–;–;–;–;–;–;19 186;37 477;36 444;52 431;55 580;41 297;34 079;37 886;37 009;36 188;43 738;53 117;55 412;61 405;78 264;80 506;80 791;98 915
