21.1.1.27. Nemzeti adólista – az adók és társadalombiztosítási hozzájárulások nemzeti osztályozásának teljes részletezése – Központi kormányzat [folyó áron, millió forint];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kód;Adónév a nemzeti besorolás szerint;Gazdasági funkció;Alkohol- és dohány-, valamint környezetvédelmi és ingatlanadók;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
D.59;Egyéb folyó adók;;;5 804;6 759;9 388;10 547;11 574;15 821;15 904;17 512;20 955;21 970;27 301;24 394;24 093;25 090;21 579;19 497;17 392;19 918;38 633;36 274;38 843;38 954;36 840;39 255;40 927;53 925;61 088
D.59A;Tõkére kivetett folyó adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.59A_01;Települési adó (egyéb típusú);KS ;O;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.59B;Fejadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.59C;Költségadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.59D;Háztartások által engedélyekért fizetett adók;;;5 804;6 759;9 388;10 547;11 574;15 821;15 904;17 512;20 955;21 970;27 301;24 394;24 093;25 090;21 579;19 497;17 392;19 918;38 633;36 274;38 843;38 954;36 840;39 255;40 927;53 925;61 088
D.59D_01;Gépjármûadó;C ;T;404;994;2 132;1 109;1 633;1 660;1 712;1 734;44;–;–;–;–;–;–;–;–;–;17 679;18 233;18 885;18 864;19 708;20 595;21 659;36 698;40 866
D.59D_02;Eljárási illeték;KS ;;5 400;5 765;7 256;9 438;9 941;14 161;14 192;15 778;20 911;21 970;27 301;24 394;24 093;25 090;21 579;19 497;17 392;19 918;20 954;18 041;19 958;20 090;17 132;18 660;19 268;17 227;20 222
D.59D_03;Egyéb átengedett központi adók;C ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.59E;Nemzetközi tranzakciókra kivetett adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.59F;Egyéb, máshová nem sorolt folyó adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.59F_01;Háztartások kommunális adója;KS ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.59F_02;Idegenforgalmi adó;C ;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.59F_03;Környezetterhelési díj;KS ;P ;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.91;Tõkeadók;;;1 847;2 185;2 912;3 826;3 946;4 380;5 528;6 471;8 233;12 132;12 962;13 287;11 257;11 466;9 627;6 009;4 657;6 751;7 188;9 536;10 982;13 728;18 163;16 074;19 760;15 268;16 499
D.91A;Tõketranszferekre kivetett adók;;;1 273;1 400;1 826;2 208;2 500;2 730;3 334;4 428;4 273;6 214;7 678;7 677;7 480;6 387;5 219;3 521;3 695;4 895;5 307;6 179;7 373;8 278;9 393;8 519;11 429;9 492;9 131
D.91A_01;Örökösödési és ajándékozási illeték;KS ;O;1 273;1 400;1 826;2 208;2 500;2 730;3 334;4 428;4 273;6 214;7 678;7 677;7 480;6 387;5 219;3 521;3 695;4 895;5 307;6 179;7 373;8 278;9 393;8 519;11 429;9 492;9 131
D.91A_02;Luxusadó;KS ;O;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.91B;Tõkeilleték;;;574;785;1 086;1 618;1 446;1 650;2 194;2 043;3 960;5 918;5 284;5 610;3 777;5 079;4 408;2 488;962;1 856;1 881;3 357;3 609;5 450;8 770;7 555;8 331;5 776;7 368
D.91B_01;Földvédelmi járulék;KS ;RS;574;785;1 086;1 618;1 446;1 650;2 194;2 043;3 960;5 918;5 284;5 610;3 777;5 079;4 408;2 488;962;1 856;1 881;3 357;3 609;5 450;8 770;7 555;8 331;5 776;7 368
D.91B_02;Települési adó (vagyoni típusú);KS ;O;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.91C;Egyéb, máshová nem sorolt tõkeadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
ODA;Összes adóbevétel;;;1 352 150;1 632 153;1 849 490;2 168 476;2 537 237;2 981 718;3 295 269;3 642 465;3 952 569;4 298 572;4 496 273;4 822 753;5 473 499;6 303 220;6 137 938;6 170 624;5 952 561;6 531 476;6 848 405;7 454 818;8 010 282;8 237 874;8 855 802;9 632 678;10 540 343;10 952 196;11 731 191
D.61;Nettó társadalombiztosítási hozzájárulások;;;74 303;90 390;123 189;134 345;127 085;145 049;169 766;201 476;201 314;219 852;248 764;282 861;322 435;341 968;288 887;201 995;206 377;206 392;146 399;178 208;174 533;255 866;367 931;217 704;305 441;251 111;277 167
D.611;Munkaadók tényleges társadalombiztosítási hozzájárulásai;;;54 367;67 947;91 746;98 869;84 002;95 355;112 595;134 320;147 416;157 914;174 317;188 531;200 746;213 271;163 847;73 705;75 100;60 571;–;19 988;3 176;89 118;176 221;1 352;65 997;1 392;1 496
D.611C;Munkaadók tényleges kötelezõ társadalombiztosítási hozzájárulásai;;;54 367;67 947;91 746;98 869;84 002;95 355;112 595;134 320;147 416;157 914;174 317;188 531;200 746;213 271;163 847;73 705;75 100;60 571;–;19 988;3 176;89 118;176 221;1 352;65 997;1 392;1 496
D.611C_01;Szociális hozzájárulási adó;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;60 571;–;–;–;88 024;175 018;–;64 562;–;–
D.611C_02;Egészségügyi hozzájárulás (munkaadók);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.611C_03;Egészségügyi szolgáltatási járulék (munkaadók);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.611C_04;Felszolgálási díj utáni nyugdíjjárulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.611C_05;Egyszerûsített foglalkoztatás utáni közterhek;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;865;972;1 051;1 195;1 321;1 419;1 392;1 496
D.611C_06;Munkáltatói táppénz hozzájárulás;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.611C_07;Korkedvezmény biztosítási járulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;19 123;2 204;43;8;31;16;–;–
D.611C_08;Munkáltatói nyugdíjbiztosítási járulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.611C_09;Munkáltatói egészségbiztosítási- és munkaerõpiai járulék;LEYRS;;54 367;67 947;91 746;98 869;84 002;95 355;112 595;134 320;147 416;157 914;174 317;188 531;200 746;213 271;163 847;73 705;75 100;–;–;–;–;–;–;–;–;–;–
D.611V;Munkaadók tényleges önkéntes társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.61SC;Társadalombiztosítási rendszerek szolgáltatási díjai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6111;Munkaadók tényleges nyugdíjjárulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;19 123;2 204;43;8;31;16;–;–
D.6111_01;Szociális hozzájárulási adó (nyugdíjcélú);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6111_02;Korkedvezmény biztosítási járulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;19 123;2 204;43;8;31;16;–;–
D.6111_03;Felszolgálási díj utáni nyugdíjjárulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6111_04;Egyszerûsített foglalkoztatás utáni közterhek (nyugdíjcélú);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6111_05;Munkáltatói nyugdíjbiztosítási járulék;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6112;Munkaadók tényleges nem nyugdíjcélú járulékai;;;54 367;67 947;91 746;98 869;84 002;95 355;112 595;134 320;147 416;157 914;174 317;188 531;200 746;213 271;163 847;73 705;75 100;60 571;–;865;972;89 075;176 213;1 321;65 981;1 392;1 496
D.6112_01;Szociális hozzájárulási adó (nem nyugdíjcélú);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;60 571;–;–;–;88 024;175 018;–;64 562;–;–
D.6112_02;Egészségügyi hozzájárulás (munkaadók);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6112_03;Egészségügyi szolgáltatási járulék (munkaadók);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6112_04;Egyszerûsített foglalkoztatás utáni közterhek (nem nyugdíjcélú);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;865;972;1 051;1 195;1 321;1 419;1 392;1 496
D.6112_05;Munkáltatói táppénz hozzájárulás;LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6112_06;Munkáltatói egészségbiztosítási- és munkaerõpiai járulék;LEYRS;;54 367;67 947;91 746;98 869;84 002;95 355;112 595;134 320;147 416;157 914;174 317;188 531;200 746;213 271;163 847;73 705;75 100;–;–;–;–;–;–;–;–;–;–
D.612;Munkaadók imputált társadalombiztosítási hozzájárulásai;;;1 468;1 770;2 472;2 972;5 749;6 120;5 600;6 284;8 320;14 360;14 312;15 793;15 307;17 049;17 993;19 990;18 628;17 686;19 999;22 599;26 489;11 426;14 737;18 041;18 013;22 475;23 536
D.6121;Munkaadók imputált nyugdíjjárulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6122;Munkaadók imputált nem nyugdíjcélú járulékai;;;1 468;1 770;2 472;2 972;5 749;6 120;5 600;6 284;8 320;14 360;14 312;15 793;15 307;17 049;17 993;19 990;18 628;17 686;19 999;22 599;26 489;11 426;14 737;18 041;18 013;22 475;23 536
D.6122_01;Betegszabadság esetén történõ munkáltatói kifizetés;LEYRS;;1 468;1 770;2 472;2 972;5 749;6 120;5 600;6 284;8 320;14 360;14 312;15 793;15 307;17 049;17 993;19 990;18 628;17 686;19 999;22 599;26 489;11 426;14 737;18 041;18 013;22 475;23 536
D.613;Háztartások tényleges társadalombiztosítási hozzájárulásai;;;18 468;20 673;28 971;32 504;37 334;43 574;51 571;60 872;45 578;47 578;60 135;78 537;106 382;111 648;107 047;108 300;112 649;128 135;126 400;135 621;144 868;155 322;176 973;198 311;221 431;227 244;252 135
D.6131;Háztartások tényleges nyugdíjjárulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6131_01;Nyugdíjjárulék (munkavállalók, egyéni vállalkozók, nem foglalkoztatottak);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6131_02;Megállapodás alapján fizetõk járulékai (nyugdíjcélú);LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6132;Háztartások tényleges nem nyugdíjcélú járulékai;;;18 468;20 673;28 971;32 504;37 334;43 574;51 571;60 872;45 578;47 578;60 135;78 537;106 382;111 648;107 047;108 300;112 649;128 135;126 400;135 621;144 868;155 322;176 973;198 311;221 431;227 244;252 135
D.6132_01;Egészségbiztosítási- és munkaerõpiaci járulék (munkavállalók, egyéni vállalkozók, nem foglalkoztatottak);LEYRS;;18 468;20 673;28 971;32 504;37 334;43 574;51 571;60 872;45 578;47 578;60 135;78 537;106 382;111 648;107 047;108 300;112 649;128 135;126 400;135 621;144 868;155 322;176 973;198 311;221 431;227 244;252 135
D.6132_02;Egészségügyi hozzájárulás (munkavállalók, egyéni vállalkozók, nem foglalkoztatottak);LEYRS;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6132_03;Egészségügyi szolgáltatási járulék (egyéni vállalkozók, nem foglalkoztatottak);LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6132_04;Megállapodás alapján fizetõk járulékai (nem nyugdíjcélú);LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613C;Háztartások tényleges kötelezõ társadalombiztosítási hozzájárulásai;;;18 468;20 673;28 971;32 504;37 334;43 574;51 571;60 872;45 578;47 578;60 135;78 537;106 382;111 648;107 047;108 300;112 649;128 135;126 400;135 621;144 868;155 322;176 973;198 311;221 431;227 244;252 135
D.613CE;Munkavállalók tényleges kötelezõ társadalombiztosítási hozzájárulásai;;;18 468;20 673;28 971;32 504;37 334;43 574;51 571;60 872;45 578;47 578;53 611;67 351;91 194;97 985;96 138;107 819;112 649;128 135;126 400;133 498;142 585;153 067;174 723;196 071;218 931;224 678;249 288
D.613CE_01;Egészségbiztosítási- és munkaerõpiaci járulék (munkavállalók);LEES;;18 468;20 673;28 971;32 504;37 334;43 574;51 571;60 872;45 578;47 578;53 611;67 351;91 194;97 985;96 138;107 819;112 649;128 135;126 400;133 498;142 585;153 067;174 723;196 071;218 931;224 678;249 288
D.613CE_02;Nyugdíjjárulék (munkavállalók);LEES;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CE_03;Egészségügyi hozzájárulás (munkavállalók);LEES;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CS;Önálló vállalkozók tényleges kötelezõ társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;6 524;11 186;15 188;13 663;10 909;481;–;–;–;2 123;2 283;2 255;2 250;2 240;2 500;2 566;2 847
D.613CS_01;Egészségbiztosítási- és munkaerõpiaci járulék (egyéni vállalkozók);KISE;;–;–;–;–;–;–;–;–;–;–;6 524;11 186;15 188;13 663;10 909;481;–;–;–;2 123;2 283;2 255;2 250;2 240;2 500;2 566;2 847
D.613CS_02;Nyugdíjjárulék (egyéni vállalkozók);KISE;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CS_03;Egészségügyi hozzájárulás (egyéni vállalkozók);KISE;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CS_04;Egészségügyi szolgáltatási járulék (egyéni vállalkozók);KISE;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CN;Alkalmazásban nem állók tényleges kötelezõ társadalombiztosítási hozzájárulásai ;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CN_01;Egészségügyi szolgáltatási járulék (nem foglalkoztatottak);LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CN_02;Egészségügyi hozzájárulás (nem foglalkoztatottak);LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CN_03;Munkanélküli ellátás utáni nyugdíjjárulék;LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613CN_04;Munkanélküli ellátás utáni egészségbiztosítási járulék;LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613V;Háztartások tényleges önkéntes társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.613V_01;Megállapodás alapján fizetõk járulékai;LNON;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.614;Háztartások kiegészítõ társadalombiztosítási hozzájárulásai ;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6141;Háztartások kiegészítõ nyugdíjjárulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.6142;Háztartások kiegészítõ nem nyugdíjcélú járulékai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995;Államháztartási tõketranszferek a megfelelõ szektorok részére, amelyek megállapított, de valószínûleg be nem hajtható adóknak és társadalombiztosítási hozzájárulásoknak felelnek meg;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995A;Megállapított, de valószínûleg be nem hajtható termékadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995B;Megállapított, de valószínûleg be nem hajtható egyéb termelési adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995C;Megállapított, de valószínûleg be nem hajtható jövedelemadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995D;Megállapított, de valószínûleg be nem hajtható egyéb folyó adók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995E;Munkaadók megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995F;Háztartások megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995FE;Munkavállalók megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995FS;Önálló vállalkozók megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995FN;Alkalmazásban nem állók megállapított, de valószínûleg be nem hajtható tényleges társadalombiztosítási hozzájárulásai ;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
D.995G;Megállapított, de valószínûleg be nem hajtható tõkeadók;;;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–;–
ODB;Adókból és társadalombiztosítási hozzájárulásokból származó összes bevétel;;;1 424 985;1 720 773;1 970 207;2 299 849;2 658 573;3 120 647;3 459 435;3 837 657;4 145 563;4 504 064;4 730 725;5 089 821;5 780 627;6 628 139;6 408 832;6 352 629;6 140 310;6 720 182;6 974 805;7 610 427;8 158 326;8 482 314;9 208 996;9 832 341;10 827 771;11 180 832;11 984 822
ODC;Adókból és a nettó társadalombiztosítási hozzájárulásokból származó összes bevétel (az imputált TB hozzájárulásokat is beleértve);;;1 426 453;1 722 543;1 972 679;2 302 821;2 664 322;3 126 767;3 465 035;3 843 941;4 153 883;4 518 424;4 745 037;5 105 614;5 795 934;6 645 188;6 426 825;6 372 619;6 158 938;6 737 868;6 994 804;7 633 026;8 184 815;8 493 740;9 223 733;9 850 382;10 845 784;11 203 307;12 008 358
ODD;Adóteher – az adókból és a kötelezõ társadalombiztosítási hozzájárulásokból származó összes bevétel;;;1 424 985;1 720 773;1 970 207;2 299 849;2 658 573;3 120 647;3 459 435;3 837 657;4 145 563;4 504 064;4 730 725;5 089 821;5 780 627;6 628 139;6 408 832;6 352 629;6 140 310;6 720 182;6 974 805;7 610 427;8 158 326;8 482 314;9 208 996;9 832 341;10 827 771;11 180 832;11 984 822
